TB_NUM,JUMBO,BREED,LACTATION,CALVING_DATE,DIM,WEEKOFYEAR,DATEOFSCORING,BCS0_5,BCS1_5,BODY_WEIGHT,MANUALBCS_FB,MANUALBCS_JK
IE241039221233,8056,FR,4,25/02/2016,47,15,12/04/2016,,3.41,571,3.25,3.25
IE241425321605,8099,FR,4,02/02/2016,70,15,12/04/2016,,3.1,548,2.75,2.75
IE141893661919,219,FR,3,11/02/2016,201,35,30/08/2016,,3.44,568,,
IE141893661919,219,FR,3,11/02/2016,208,36,06/09/2016,,3.53,597.5,,
IE141893661919,219,FR,3,11/02/2016,229,39,27/09/2016,,3.57,602,,
IE141893661919,219,FR,3,11/02/2016,236,40,04/10/2016,,3.63,,,
IE141893661919,219,FR,3,11/02/2016,243,41,11/10/2016,,3.67,613.64,3,
IE141893661919,219,FR,3,11/02/2016,250,42,18/10/2016,,3.57,622,,
IE141893661919,219,FR,3,11/02/2016,257,43,25/10/2016,,3.65,658,,
IE141893661919,219,FR,3,11/02/2016,264,44,01/11/2016,,3.58,660,3.25,
IE221277541661,8100,FR,4,10/02/2016,62,15,12/04/2016,,3.38,495,2.75,3
IE141893661919,219,FR,3,11/02/2016,285,47,22/11/2016,,3.77,686,,
IE141893611930,230,FR,3,27/02/2016,17,11,15/03/2016,,3.08,519,,
IE141893611930,230,FR,3,27/02/2016,24,12,22/03/2016,,2.99,540,,
IE141893611930,230,FR,3,27/02/2016,31,13,29/03/2016,,3.03,533,,
IE141893611930,230,FR,3,27/02/2016,38,14,05/04/2016,,3.06,525.5,,
IE141893611930,230,FR,3,27/02/2016,52,16,19/04/2016,,3.26,555,,
IE141893611930,230,FR,3,27/02/2016,87,21,24/05/2016,,3.42,,,
IE141893611930,230,FR,3,27/02/2016,94,22,31/05/2016,,3.5,,,
IE141893621824,8105,FR,4,25/02/2016,47,15,12/04/2016,,3.82,581,3.5,3.25
IE281436292204,8115,FR,4,12/02/2016,60,15,12/04/2016,,3.7,549,3.25,3.25
IE141893611930,230,FR,3,27/02/2016,178,34,23/08/2016,,3.3,,,
IE141893611930,230,FR,3,27/02/2016,185,35,30/08/2016,,3.45,571,,
IE141893611930,230,FR,3,27/02/2016,192,36,06/09/2016,,3.34,569,,
IE141893611930,230,FR,3,27/02/2016,213,39,27/09/2016,,3.33,606,,
IE141893611930,230,FR,3,27/02/2016,220,40,04/10/2016,,3.21,,,
IE141893611930,230,FR,3,27/02/2016,227,41,11/10/2016,,3.42,609,2.75,
IE141893611930,230,FR,3,27/02/2016,234,42,18/10/2016,,3.22,618,,
IE141893611930,230,FR,3,27/02/2016,241,43,25/10/2016,,3.31,619,,
IE141893611930,230,FR,3,27/02/2016,248,44,01/11/2016,,3.21,636,2.75,
IE191390551172,8301,FR,4,27/01/2016,76,15,12/04/2016,,3.47,554,2.75,2.75
IE151941660248,248,FR,1,25/02/2016,26,12,22/03/2016,,3.22,433,,
IE151941660248,248,FR,1,25/02/2016,33,13,29/03/2016,,3.4,415,,
IE151941660248,248,FR,1,25/02/2016,40,14,05/04/2016,,3.26,410,,
IE241152321308,8308,FR,4,30/01/2016,73,15,12/04/2016,,2.86,521,2.5,2.75
IE151941660248,248,FR,1,25/02/2016,54,16,19/04/2016,,3.5,422,,
IE241152371329,8329,FR,4,02/02/2016,70,15,12/04/2016,,3.44,543,2.75,2.75
IE151941660248,248,FR,1,25/02/2016,89,21,24/05/2016,,3.34,,,
IE151941660248,248,FR,1,25/02/2016,96,22,31/05/2016,,3.42,,,
IE151623472531,8500,FR,3,24/01/2016,79,15,12/04/2016,,3.25,485,2.75,2.75
IE151623422493,8503,FR,3,01/02/2016,71,15,12/04/2016,,3.33,569,2.75,3
IE151941660248,248,FR,1,25/02/2016,180,34,23/08/2016,,3.34,,,
IE151941660248,248,FR,1,25/02/2016,187,35,30/08/2016,,3.46,446,,
IE151941660248,248,FR,1,25/02/2016,194,36,06/09/2016,,3.46,470.5,,
IE151941660248,248,FR,1,25/02/2016,215,39,27/09/2016,,3.3,366,,
IE151941660248,248,FR,1,25/02/2016,222,40,04/10/2016,,3.29,,,
IE151941660248,248,FR,1,25/02/2016,229,41,11/10/2016,,3.36,474.44,2.75,
IE151941660248,248,FR,1,25/02/2016,236,42,18/10/2016,,3.3,485,,
IE151941670249,249,FR,1,19/01/2016,63,12,22/03/2016,,3.62,378,,
IE151941670249,249,FR,1,19/01/2016,70,13,29/03/2016,,3.58,350,,
IE151941670249,249,FR,1,19/01/2016,77,14,05/04/2016,,3.42,362.5,,
IE331018970989,8511,FR,3,04/02/2016,68,15,12/04/2016,,3.29,511,2.75,3
IE151941670249,249,FR,1,19/01/2016,91,16,19/04/2016,,3.58,375,,
IE151941670249,249,FR,1,19/01/2016,105,18,03/05/2016,,3.62,377,,
IE331018980981,8515,FR,3,18/02/2016,54,15,12/04/2016,,3.98,595,3.5,3.25
IE151941670249,249,FR,1,19/01/2016,119,20,17/05/2016,,3.61,377,,
IE151941670249,249,FR,1,19/01/2016,126,21,24/05/2016,,3.41,,,
IE151941670249,249,FR,1,19/01/2016,133,22,31/05/2016,,3.48,,,
IE331097831616,8518,FR,3,01/02/2016,71,15,12/04/2016,,3.2,503,2.75,3
IE151586852013,8520,FR,3,09/02/2016,63,15,12/04/2016,,3.46,509,3,3
IE182148110961,8524,FR,3,15/02/2016,57,15,12/04/2016,,3.53,529,3,3
IE151941670249,249,FR,1,19/01/2016,217,34,23/08/2016,,3.43,,,
IE151941670249,249,FR,1,19/01/2016,224,35,30/08/2016,,3.42,361,,
IE151941670249,249,FR,1,19/01/2016,231,36,06/09/2016,,3.44,396,,
IE151941670249,249,FR,1,19/01/2016,252,39,27/09/2016,,3.34,296,,
IE151941670249,249,FR,1,19/01/2016,259,40,04/10/2016,,3.34,,,
IE151941670249,249,FR,1,19/01/2016,266,41,11/10/2016,,3.36,362,2.5,
IE151941670249,249,FR,1,19/01/2016,273,42,18/10/2016,,3.39,413,,
IE151941670249,249,FR,1,19/01/2016,280,43,25/10/2016,,3.4,,,
IE151941660025,25,FR,2,03/02/2016,48,12,22/03/2016,,3.26,478,,
IE151941660025,25,FR,2,03/02/2016,55,13,29/03/2016,,3.32,467,,
IE151941660025,25,FR,2,03/02/2016,62,14,05/04/2016,,3.42,475,,
IE151586882016,8532,FR,3,08/02/2016,64,15,12/04/2016,,3.86,520,3,3
IE151941660025,25,FR,2,03/02/2016,76,16,19/04/2016,,3.52,477,,
IE151941660025,25,FR,2,03/02/2016,90,18,03/05/2016,,3.67,478,,
IE151586832028,8533,FR,3,08/02/2016,64,15,12/04/2016,,3,510,2.75,2.5
IE151941660025,25,FR,2,03/02/2016,104,20,17/05/2016,,3.6,492,,
IE151941660025,25,FR,2,03/02/2016,111,21,24/05/2016,,3.66,,,
IE151941660025,25,FR,2,03/02/2016,118,22,31/05/2016,,3.71,,,
IE151753131503,8534,FR,3,12/02/2016,60,15,12/04/2016,,3.01,527,2.75,2.75
IE151002490717,8717,FR,4,29/02/2016,43,15,12/04/2016,,3.56,514,3,3.25
IE151941660025,25,FR,2,03/02/2016,202,34,23/08/2016,,3.55,,,
IE151941660025,25,FR,2,03/02/2016,209,35,30/08/2016,,3.6,477,,
IE151941660025,25,FR,2,03/02/2016,216,36,06/09/2016,,3.55,509,,
IE151941660025,25,FR,2,03/02/2016,230,38,20/09/2016,,3.42,423,,
IE151941660025,25,FR,2,03/02/2016,237,39,27/09/2016,,3.52,415,,
IE151941660025,25,FR,2,03/02/2016,244,40,04/10/2016,,3.5,,,
IE151941660025,25,FR,2,03/02/2016,251,41,11/10/2016,,3.5,412,,
IE151941610251,251,FR,1,25/02/2016,19,11,15/03/2016,,3.41,454,,
IE151941610251,251,FR,1,25/02/2016,26,12,22/03/2016,,3.35,436,,
IE151941610251,251,FR,1,25/02/2016,33,13,29/03/2016,,3.32,,,
IE151941610251,251,FR,1,25/02/2016,40,14,05/04/2016,,3.36,434,,
IE321279270854,8854,FR,4,16/02/2016,56,15,12/04/2016,,3.28,485,2.75,2.75
IE151941610251,251,FR,1,25/02/2016,54,16,19/04/2016,,3.3,443,,
IE151941610251,251,FR,1,25/02/2016,68,18,03/05/2016,,3.41,465,,
IE151941610251,251,FR,1,25/02/2016,75,19,10/05/2016,,3.37,453,2.75,
IE151941610251,251,FR,1,25/02/2016,180,34,23/08/2016,,3.46,,,
IE141893671952,252,FR,3,13/02/2016,38,12,22/03/2016,,2.84,528,,
IE141893671952,252,FR,3,13/02/2016,45,13,29/03/2016,,2.92,509,,
IE141893671952,252,FR,3,13/02/2016,52,14,05/04/2016,,2.95,,,
IE151604950859,8859,FR,4,26/01/2016,77,15,12/04/2016,,2.55,567,2.5,3
IE141893671952,252,FR,3,13/02/2016,66,16,19/04/2016,,2.92,518,,
IE241152351252,9252,FR,4,12/02/2016,60,15,12/04/2016,,3.19,461,2.5,2.75
IE141893671952,252,FR,3,13/02/2016,101,21,24/05/2016,,2.95,,,
IE141893671952,252,FR,3,13/02/2016,108,22,31/05/2016,,2.98,,,
IE151604921078,1078,FR,2,23/02/2016,77,19,10/05/2016,,2.85,514,2.5,2.5
IE151604991092,1092,FR,2,07/03/2016,64,19,10/05/2016,,3.58,545,3,3.25
IE151604921094,1094,FR,2,29/01/2016,102,19,10/05/2016,,3.35,493,2.75,3
IE141893671952,252,FR,3,13/02/2016,192,34,23/08/2016,,3.14,,,
IE141893671952,252,FR,3,13/02/2016,206,36,06/09/2016,,3.37,560.5,,
IE141893671952,252,FR,3,13/02/2016,234,40,04/10/2016,,3.17,526,,
IE141893671952,252,FR,3,13/02/2016,248,42,18/10/2016,,3.29,578,,
IE151941630261,261,FR,1,26/02/2016,32,13,29/03/2016,,4.01,450,,
IE151941630261,261,FR,1,26/02/2016,39,14,05/04/2016,,4.07,451,,
IE371010021255,1255,FR,1,06/02/2016,94,19,10/05/2016,,3.33,473,2.75,3
IE151941630261,261,FR,1,26/02/2016,53,16,19/04/2016,,4.03,460,,
IE151941630261,261,FR,1,26/02/2016,67,18,03/05/2016,,4.17,457,,
IE371010051266,1266,FR,1,26/01/2016,105,19,10/05/2016,,3.5,462,3,3.25
IE151941630261,261,FR,1,26/02/2016,88,21,24/05/2016,,4.06,,,
IE151941630261,261,FR,1,26/02/2016,95,22,31/05/2016,,4.02,,,
IE151941630261,261,FR,1,26/02/2016,102,23,07/06/2016,,4.25,469,3.25,
IE151941650131,131,FR,2,20/02/2016,80,19,10/05/2016,,3.42,461,3,3
IE151941630261,261,FR,1,26/02/2016,179,34,23/08/2016,,3.86,,,
IE151941630261,261,FR,1,26/02/2016,186,35,30/08/2016,,3.95,470,,
IE151941630261,261,FR,1,26/02/2016,193,36,06/09/2016,,3.87,503.5,,
IE151941630261,261,FR,1,26/02/2016,214,39,27/09/2016,,3.89,409,,
IE151941630261,261,FR,1,26/02/2016,221,40,04/10/2016,,3.93,,,
IE151941630261,261,FR,1,26/02/2016,228,41,11/10/2016,,3.93,,3.5,
IE151941630261,261,FR,1,26/02/2016,235,42,18/10/2016,,3.9,548,,
IE151941660264,264,FR,1,25/02/2016,33,13,29/03/2016,,3.43,456,,
IE151941660264,264,FR,1,25/02/2016,40,14,05/04/2016,,3.56,455.5,,
IE191574491390,1390,FR,4,17/02/2016,83,19,10/05/2016,,3.54,590,2.75,3.25
IE151941670265,265,FR,1,30/01/2016,52,12,22/03/2016,,3.78,478,,
IE151941670265,265,FR,1,30/01/2016,59,13,29/03/2016,,3.88,486,,
IE151941670265,265,FR,1,30/01/2016,66,14,05/04/2016,,3.74,483,,
IE221372341407,1407,FR,1,08/02/2016,92,19,10/05/2016,,3.26,498,3,3.25
IE151941670265,265,FR,1,30/01/2016,80,16,19/04/2016,,3.92,489,,
IE151941670265,265,FR,1,30/01/2016,94,18,03/05/2016,,3.9,493,,
IE151581581764,1764,FR,4,31/01/2016,100,19,10/05/2016,,3.85,577,3.25,3.25
IE151941670265,265,FR,1,30/01/2016,115,21,24/05/2016,,3.91,,,
IE151941670265,265,FR,1,30/01/2016,122,22,31/05/2016,,3.85,,,
IE331097821904,1904,FR,1,05/02/2016,95,19,10/05/2016,,4,412,3,3
IE141582022084,2084,FR,4,13/02/2016,87,19,10/05/2016,,3.26,630,2.75,3
IE141582052120,2120,FR,4,11/02/2016,89,19,10/05/2016,,3.05,627,2.75,2.75
IE151941670265,265,FR,1,30/01/2016,206,34,23/08/2016,,3.9,,,
IE151941670265,265,FR,1,30/01/2016,213,35,30/08/2016,,3.92,503.5,,
IE151941670265,265,FR,1,30/01/2016,220,36,06/09/2016,,3.94,515.5,,
IE151941670265,265,FR,1,30/01/2016,241,39,27/09/2016,,3.96,526,,
IE151941670265,265,FR,1,30/01/2016,248,40,04/10/2016,,3.99,,,
IE151941670265,265,FR,1,30/01/2016,255,41,11/10/2016,,3.98,526.64,3,
IE151941670265,265,FR,1,30/01/2016,262,42,18/10/2016,,4,548,,
IE151941680266,266,FR,1,27/01/2016,48,11,15/03/2016,,3.3,420,,
IE151941680266,266,FR,1,27/01/2016,55,12,22/03/2016,,3.34,,,
IE151941680266,266,FR,1,27/01/2016,62,13,29/03/2016,,3.22,,,
IE151941680266,266,FR,1,27/01/2016,69,14,05/04/2016,,3.39,433.5,,
IE151941680266,266,FR,1,27/01/2016,83,16,19/04/2016,,3.38,448,,
IE151941680266,266,FR,1,27/01/2016,97,18,03/05/2016,,3.45,,,
IE151941640213,213,FR,2,25/02/2016,75,19,10/05/2016,,3.16,537,3,3.25
IE151941680266,266,FR,1,27/01/2016,125,22,31/05/2016,,3.44,,,
IE151028192133,2133,FR,4,01/02/2016,99,19,10/05/2016,,3.5,578,3,3
IE151941620269,269,FR,1,13/01/2016,69,12,22/03/2016,,3.79,448,,
IE151941620269,269,FR,1,13/01/2016,76,13,29/03/2016,,3.69,459,,
IE151941620269,269,FR,1,13/01/2016,83,14,05/04/2016,,3.66,452,,
IE141893662157,2157,FR,2,18/02/2016,82,19,10/05/2016,,3.48,511,2.75,3
IE151941620269,269,FR,1,13/01/2016,97,16,19/04/2016,,3.74,461,,
IE151941620269,269,FR,1,13/01/2016,111,18,03/05/2016,,3.81,455,,
IE141893661919,219,FR,3,11/02/2016,89,19,10/05/2016,,3.61,566,3,3.25
IE151941620269,269,FR,1,13/01/2016,125,20,17/05/2016,,3.96,464,,
IE151941620269,269,FR,1,13/01/2016,132,21,24/05/2016,,3.92,,,
IE151941620269,269,FR,1,13/01/2016,139,22,31/05/2016,,3.74,,,
IE151941660248,248,FR,1,25/02/2016,75,19,10/05/2016,,3.33,422,2.75,3
IE151941670249,249,FR,1,19/01/2016,112,19,10/05/2016,,3.57,381,2.75,3
IE151941660025,25,FR,2,03/02/2016,97,19,10/05/2016,,3.58,478,3.25,3
IE151941620269,269,FR,1,13/01/2016,223,34,23/08/2016,,3.5,,,
IE151941620269,269,FR,1,13/01/2016,230,35,30/08/2016,,3.58,462,,
IE151941620269,269,FR,1,13/01/2016,237,36,06/09/2016,,3.52,521,,
IE151941620269,269,FR,1,13/01/2016,251,38,20/09/2016,,3.5,414,,
IE151941620269,269,FR,1,13/01/2016,258,39,27/09/2016,,3.46,417,,
IE151941620269,269,FR,1,13/01/2016,265,40,04/10/2016,,3.43,,,
IE151941620269,269,FR,1,13/01/2016,272,41,11/10/2016,,3.54,537.08,2.75,
IE151941620269,269,FR,1,13/01/2016,279,42,18/10/2016,,3.44,550,,
IE151941690275,275,FR,1,16/02/2016,28,11,15/03/2016,,3.96,440,,
IE151941690275,275,FR,1,16/02/2016,35,12,22/03/2016,,3.86,442,,
IE151941690275,275,FR,1,16/02/2016,42,13,29/03/2016,,3.86,433,,
IE141893671952,252,FR,3,13/02/2016,87,19,10/05/2016,,3.14,525,2.75,3
IE151941690275,275,FR,1,16/02/2016,63,16,19/04/2016,,3.86,438,,
IE151941690275,275,FR,1,16/02/2016,77,18,03/05/2016,,4.02,442,,
IE151941630261,261,FR,1,26/02/2016,74,19,10/05/2016,,4.17,465,3,3.5
IE151941690275,275,FR,1,16/02/2016,91,20,17/05/2016,,4.03,433,,
IE151941690275,275,FR,1,16/02/2016,98,21,24/05/2016,,3.98,,,
IE151941690275,275,FR,1,16/02/2016,105,22,31/05/2016,,3.98,,,
IE151941670265,265,FR,1,30/01/2016,101,19,10/05/2016,,3.9,495,3.25,3.25
IE151941680266,266,FR,1,27/01/2016,104,19,10/05/2016,,3.35,458,2.75,3
IE151941690275,275,FR,1,16/02/2016,189,34,23/08/2016,,3.85,,,
IE151941690275,275,FR,1,16/02/2016,196,35,30/08/2016,,3.86,457,,
IE151941690275,275,FR,1,16/02/2016,203,36,06/09/2016,,3.9,466,,
IE151941690275,275,FR,1,16/02/2016,224,39,27/09/2016,,3.82,363,,
IE151941690275,275,FR,1,16/02/2016,231,40,04/10/2016,,3.75,,,
IE151941690275,275,FR,1,16/02/2016,238,41,11/10/2016,,3.74,507,3,
IE151941690275,275,FR,1,16/02/2016,245,42,18/10/2016,,3.85,486,,
IE151941690275,275,FR,1,16/02/2016,252,43,25/10/2016,,3.85,490,,
IE151941690275,275,FR,1,16/02/2016,259,44,01/11/2016,,3.8,503,3,
IE151941620269,269,FR,1,13/01/2016,118,19,10/05/2016,,3.75,456,2.75,3
IE151941690275,275,FR,1,16/02/2016,294,49,06/12/2016,,3.87,530,3.25,
IE151941630278,278,FR,1,14/02/2016,37,12,22/03/2016,,3.51,455,,
IE151941630278,278,FR,1,14/02/2016,44,13,29/03/2016,,3.51,474,,
IE151941630278,278,FR,1,14/02/2016,51,14,05/04/2016,,3.46,464.5,,
IE151941690275,275,FR,1,16/02/2016,84,19,10/05/2016,,3.86,442,3.5,3.5
IE151941630278,278,FR,1,14/02/2016,65,16,19/04/2016,,3.66,480,,
IE151941630278,278,FR,1,14/02/2016,79,18,03/05/2016,,3.71,488,,
IE151941630278,278,FR,1,14/02/2016,86,19,10/05/2016,,3.68,463,3,3.25
IE151941630278,278,FR,1,14/02/2016,100,21,24/05/2016,,3.67,,,
IE151941630278,278,FR,1,14/02/2016,107,22,31/05/2016,,3.82,520,,
IE151941690028,28,FR,2,29/01/2016,102,19,10/05/2016,,3.39,500,2.75,3
IE151941640295,295,FR,1,01/02/2016,99,19,10/05/2016,,3.9,451,3,3.25
IE151941680308,308,FR,1,23/02/2016,77,19,10/05/2016,,3.76,428,3,3
IE151941630278,278,FR,1,14/02/2016,191,34,23/08/2016,,3.7,513,,
IE151941630278,278,FR,1,14/02/2016,198,35,30/08/2016,,3.74,514,,
IE151941630278,278,FR,1,14/02/2016,205,36,06/09/2016,,3.69,536.5,,
IE151941630278,278,FR,1,14/02/2016,226,39,27/09/2016,,3.7,559,,
IE151941630278,278,FR,1,14/02/2016,233,40,04/10/2016,,3.75,520,,
IE151941630278,278,FR,1,14/02/2016,240,41,11/10/2016,,3.68,564.92,3.25,
IE151941630278,278,FR,1,14/02/2016,247,42,18/10/2016,,3.64,582,,
IE151941630278,278,FR,1,14/02/2016,254,43,25/10/2016,,3.77,597,,
IE151941630278,278,FR,1,14/02/2016,261,44,01/11/2016,,3.74,596,3,
IE151620993086,3086,FR,4,16/02/2016,84,19,10/05/2016,,3.43,474,2.75,2.75
IE151941690028,28,FR,2,29/01/2016,53,12,22/03/2016,,3.19,496,,
IE151941690028,28,FR,2,29/01/2016,60,13,29/03/2016,,3.38,495,,
IE151941690028,28,FR,2,29/01/2016,67,14,05/04/2016,,3.34,492,,
IE151941660330,330,FR,1,03/02/2016,97,19,10/05/2016,,3.4,457,2.75,2.75
IE151941690028,28,FR,2,29/01/2016,81,16,19/04/2016,,3.35,495,,
IE151941610334,334,FR,1,28/02/2016,72,19,10/05/2016,,4.04,470,3.25,3.25
IE151941690028,28,FR,2,29/01/2016,109,20,17/05/2016,,3.38,478,,
IE151941690028,28,FR,2,29/01/2016,116,21,24/05/2016,,3.51,,,
IE151941690028,28,FR,2,29/01/2016,123,22,31/05/2016,,3.38,,,
IE151941680340,340,FR,1,03/02/2016,97,19,10/05/2016,,3.51,446,3,3.25
IE151941630344,344,FR,1,18/01/2016,113,19,10/05/2016,,3.89,439,3.25,3.25
IE151941690028,28,FR,2,29/01/2016,207,34,23/08/2016,,3.64,,,
IE151941690028,28,FR,2,29/01/2016,214,35,30/08/2016,,3.5,528,,
IE151941690028,28,FR,2,29/01/2016,221,36,06/09/2016,,3.49,551,,
IE151941690028,28,FR,2,29/01/2016,242,39,27/09/2016,,3.29,522,,
IE151941690028,28,FR,2,29/01/2016,249,40,04/10/2016,,3.43,522,,
IE151941690028,28,FR,2,29/01/2016,256,41,11/10/2016,,3.55,540,3,
IE151941690028,28,FR,2,29/01/2016,263,42,18/10/2016,,3.21,574,,
IE151941690028,28,FR,2,29/01/2016,270,43,25/10/2016,,3.44,578,,
IE151941690028,28,FR,2,29/01/2016,277,44,01/11/2016,,3.34,568,3,
IE151620933551,3551,FR,2,07/02/2016,93,19,10/05/2016,,3.51,476,2.75,2.75
IE151941690028,28,FR,2,29/01/2016,291,46,15/11/2016,,3.57,572,,
IE151941690283,283,FR,1,21/01/2016,68,13,29/03/2016,,3.41,431,,
IE151941690283,283,FR,1,21/01/2016,82,15,12/04/2016,,3.46,448,,
IE151941690283,283,FR,1,21/01/2016,327,50,13/12/2016,,3.96,,,
IE151941640295,295,FR,1,01/02/2016,43,11,15/03/2016,,3.9,432,,
IE151941640295,295,FR,1,01/02/2016,50,12,22/03/2016,,3.78,449,,
IE151941640295,295,FR,1,01/02/2016,57,13,29/03/2016,,3.83,449,,
IE151941640295,295,FR,1,01/02/2016,64,14,05/04/2016,,3.9,431.5,,
IE151941670356,356,FR,1,11/02/2016,89,19,10/05/2016,,3.71,509,3.25,3.25
IE151941640295,295,FR,1,01/02/2016,78,16,19/04/2016,,4.02,453,,
IE151941640295,295,FR,1,01/02/2016,92,18,03/05/2016,,4.03,465,,
IE151620963579,3579,FR,2,17/02/2016,83,19,10/05/2016,,3.4,548,3,3.25
IE151941640295,295,FR,1,01/02/2016,106,20,17/05/2016,,4,448,,
IE151941640295,295,FR,1,01/02/2016,113,21,24/05/2016,,4.01,,,
IE151941640295,295,FR,1,01/02/2016,120,22,31/05/2016,,3.97,,,
IE151620953594,3594,FR,2,14/02/2016,86,19,10/05/2016,,3.28,544,3,3.25
IE151620973605,3605,FR,2,13/02/2016,87,19,10/05/2016,,3.55,529,3.25,3.25
IE151941640361,361,FR,1,14/02/2016,86,19,10/05/2016,,3.52,400,2.75,3
IE151941640295,295,FR,1,01/02/2016,204,34,23/08/2016,,3.83,,,
IE151941640295,295,FR,1,01/02/2016,211,35,30/08/2016,,3.91,443,,
IE151941640295,295,FR,1,01/02/2016,218,36,06/09/2016,,3.87,490.5,,
IE151941640295,295,FR,1,01/02/2016,239,39,27/09/2016,,3.87,385,,
IE151941640295,295,FR,1,01/02/2016,246,40,04/10/2016,,3.84,,,
IE151941640295,295,FR,1,01/02/2016,253,41,11/10/2016,,3.84,482.56,3,
IE151941640295,295,FR,1,01/02/2016,267,43,25/10/2016,,3.88,522,,
IE151941640295,295,FR,1,01/02/2016,274,44,01/11/2016,,3.86,509,2.75,
IE151941640386,386,FR,1,01/02/2016,99,19,10/05/2016,,3.66,459,3,3
IE151941680308,308,FR,1,23/02/2016,21,11,15/03/2016,,3.86,,,
IE151941680308,308,FR,1,23/02/2016,35,13,29/03/2016,,3.84,412,,
IE151941680308,308,FR,1,23/02/2016,42,14,05/04/2016,,3.73,408,,
IE151941670389,389,FR,1,18/02/2016,82,19,10/05/2016,,3.79,412,2.75,3
IE151941680308,308,FR,1,23/02/2016,56,16,19/04/2016,,3.74,420,,
IE151941650404,404,FR,1,11/02/2016,89,19,10/05/2016,,3.62,494,3,3
IE151941680308,308,FR,1,23/02/2016,84,20,17/05/2016,,3.74,422,,
IE151941680308,308,FR,1,23/02/2016,91,21,24/05/2016,,3.69,,,
IE151941680308,308,FR,1,23/02/2016,98,22,31/05/2016,,3.67,,,
IE151941690416,416,FR,1,06/02/2016,94,19,10/05/2016,,3.33,439,3,3
IE151941620418,418,FR,1,02/03/2016,69,19,10/05/2016,,3.68,535,3,3.25
IE361079911424,424,FR,1,19/02/2016,81,19,10/05/2016,,3.37,480,2.75,3
IE151941680308,308,FR,1,23/02/2016,182,34,23/08/2016,,3.63,445,,
IE151941680308,308,FR,1,23/02/2016,189,35,30/08/2016,,3.65,426,,
IE151941680308,308,FR,1,23/02/2016,196,36,06/09/2016,,3.62,459,,
IE151941680308,308,FR,1,23/02/2016,217,39,27/09/2016,,3.64,359,,
IE151941680308,308,FR,1,23/02/2016,224,40,04/10/2016,,3.62,419,,
IE151941680308,308,FR,1,23/02/2016,231,41,11/10/2016,,3.63,440,2.75,
IE151941680308,308,FR,1,23/02/2016,238,42,18/10/2016,,3.59,480,,
IE151941680308,308,FR,1,23/02/2016,245,43,25/10/2016,,3.65,508.08,,
IE151941680308,308,FR,1,23/02/2016,252,44,01/11/2016,,3.69,487,2.75,
IE151941640452,452,FR,1,06/02/2016,94,19,10/05/2016,,3.82,478,3,3.25
IE151941680308,308,FR,1,23/02/2016,273,47,22/11/2016,,3.71,512,,
IE151620993086,3086,FR,4,16/02/2016,42,13,29/03/2016,,3.38,486,,
IE151620993086,3086,FR,4,16/02/2016,49,14,05/04/2016,,3.34,492,,
IE151828782046,4923,FR,5,19/02/2016,81,19,10/05/2016,,2.57,567,2.5,2.5
IE151620993086,3086,FR,4,16/02/2016,63,16,19/04/2016,,3.46,500,,
IE151620993086,3086,FR,4,16/02/2016,77,18,03/05/2016,,3.42,493,,
IE151941680051,51,FR,2,07/02/2016,93,19,10/05/2016,,3.84,520,3,3.25
IE151620993086,3086,FR,4,16/02/2016,98,21,24/05/2016,,3.42,,,
IE151620993086,3086,FR,4,16/02/2016,105,22,31/05/2016,,3.62,,,
IE151941620062,62,FR,2,24/01/2016,107,19,10/05/2016,,2.98,490,2.75,2.5
IE151549256216,6216,FR,4,20/02/2016,80,19,10/05/2016,,3.11,572,2.5,2.75
IE151549266217,6217,FR,4,10/02/2016,90,19,10/05/2016,,3.46,571,2.75,3
IE151620993086,3086,FR,4,16/02/2016,189,34,23/08/2016,,3.67,,,
IE151620993086,3086,FR,4,16/02/2016,231,40,04/10/2016,,3.52,,,
IE151620993086,3086,FR,4,16/02/2016,238,41,11/10/2016,,3.74,525,2.75,
IE151620993086,3086,FR,4,16/02/2016,245,42,18/10/2016,,3.62,530,,
IE151620993086,3086,FR,4,16/02/2016,252,43,25/10/2016,,3.7,528,,
IE151620993086,3086,FR,4,16/02/2016,259,44,01/11/2016,,3.67,531,2.75,
IE151941630311,311,FR,1,30/01/2016,52,12,22/03/2016,,3.69,488,,
IE151941630311,311,FR,1,30/01/2016,59,13,29/03/2016,,3.72,473,,
IE151941630311,311,FR,1,30/01/2016,66,14,05/04/2016,,3.68,490,,
IE151549256249,6249,FR,4,09/02/2016,91,19,10/05/2016,,3.68,582,3.5,3.25
IE151941630311,311,FR,1,30/01/2016,80,16,19/04/2016,,3.77,,,
IE151941630311,311,FR,1,30/01/2016,94,18,03/05/2016,,3.83,486,,
IE151941630311,311,FR,1,30/01/2016,108,20,17/05/2016,,3.87,504,,
IE151941630311,311,FR,1,30/01/2016,115,21,24/05/2016,,3.78,,,
IE151941630311,311,FR,1,30/01/2016,122,22,31/05/2016,,3.78,,,
IE151549296401,6401,FR,4,09/02/2016,91,19,10/05/2016,,3.05,539,2.75,3
IE151941660066,66,FR,2,07/02/2016,93,19,10/05/2016,,3.5,474,3,3
IE151941630311,311,FR,1,30/01/2016,206,34,23/08/2016,,3.62,,,
IE151941630311,311,FR,1,30/01/2016,213,35,30/08/2016,,3.62,483,,
IE151941630311,311,FR,1,30/01/2016,241,39,27/09/2016,,3.7,423,,
