EARTAG,LACTATION,CALVING,DIM,WEEK_OF_YEAR,DATE,BCS 1-5
IRE_MP_389 ,1,18/02/2016,103,22,31/05/2016,3.82
IRE_MP_389 ,1,18/02/2016,110,23,07/06/2016,3.76
IRE_MP_389 ,1,18/02/2016,152,29,19/07/2016,3.73
IRE_MP_389 ,1,18/02/2016,180,33,16/08/2016,3.64
IRE_MP_389 ,1,18/02/2016,187,34,23/08/2016,3.68
IRE_MP_389 ,1,18/02/2016,194,35,30/08/2016,3.61
IRE_MP_389 ,1,18/02/2016,201,36,06/09/2016,3.55
IRE_MP_389 ,1,18/02/2016,215,38,20/09/2016,3.57
IRE_MP_389 ,1,18/02/2016,229,40,04/10/2016,3.66
IRE_MP_389 ,1,18/02/2016,236,41,11/10/2016,3.61
IRE_MP_389 ,1,18/02/2016,243,42,18/10/2016,3.54
IRE_MP_389 ,1,18/02/2016,250,43,25/10/2016,3.59
IRE_MP_389 ,1,18/02/2016,257,44,01/11/2016,3.75
IRE_MP_389 ,1,18/02/2016,264,45,08/11/2016,3.68
IRE_MP_389 ,1,18/02/2016,278,47,22/11/2016,3.66
IRE_MP_404 ,1,11/02/2016,33,11,15/03/2016,3.37
IRE_MP_404 ,1,11/02/2016,40,12,22/03/2016,3.34
IRE_MP_404 ,1,11/02/2016,47,13,29/03/2016,3.40
IRE_MP_404 ,1,11/02/2016,54,14,05/04/2016,3.50
IRE_MP_404 ,1,11/02/2016,61,15,12/04/2016,3.47
IRE_MP_404 ,1,11/02/2016,68,16,19/04/2016,3.50
IRE_MP_404 ,1,11/02/2016,82,18,03/05/2016,3.16
IRE_MP_404 ,1,11/02/2016,89,19,10/05/2016,3.62
IRE_MP_404 ,1,11/02/2016,96,20,17/05/2016,3.55
IRE_MP_404 ,1,11/02/2016,103,21,24/05/2016,3.61
IRE_MP_404 ,1,11/02/2016,110,22,31/05/2016,3.51
IRE_MP_404 ,1,11/02/2016,117,23,07/06/2016,3.41
IRE_MP_404 ,1,11/02/2016,159,29,19/07/2016,3.64
IRE_MP_404 ,1,11/02/2016,187,33,16/08/2016,3.45
IRE_MP_404 ,1,11/02/2016,194,34,23/08/2016,3.41
IRE_MP_404 ,1,11/02/2016,201,35,30/08/2016,3.52
IRE_MP_404 ,1,11/02/2016,208,36,06/09/2016,3.45
IRE_MP_404 ,1,11/02/2016,229,39,27/09/2016,3.46
IRE_MP_404 ,1,11/02/2016,236,40,04/10/2016,3.29
IRE_MP_416 ,1,06/02/2016,45,12,22/03/2016,3.48
IRE_MP_416 ,1,06/02/2016,52,13,29/03/2016,3.37
IRE_MP_416 ,1,06/02/2016,59,14,05/04/2016,3.40
IRE_MP_416 ,1,06/02/2016,66,15,12/04/2016,3.58
IRE_MP_416 ,1,06/02/2016,73,16,19/04/2016,3.35
IRE_MP_416 ,1,06/02/2016,87,18,03/05/2016,3.18
IRE_MP_416 ,1,06/02/2016,94,19,10/05/2016,3.33
IRE_MP_416 ,1,06/02/2016,101,20,17/05/2016,3.59
IRE_MP_416 ,1,06/02/2016,108,21,24/05/2016,3.47
IRE_MP_416 ,1,06/02/2016,115,22,31/05/2016,3.48
IRE_MP_416 ,1,06/02/2016,122,23,07/06/2016,3.33
IRE_MP_416 ,1,06/02/2016,164,29,19/07/2016,3.34
IRE_MP_416 ,1,06/02/2016,192,33,16/08/2016,3.49
IRE_MP_416 ,1,06/02/2016,199,34,23/08/2016,3.40
IRE_MP_418 ,1,02/03/2016,13,11,15/03/2016,3.58
IRE_MP_418 ,1,02/03/2016,20,12,22/03/2016,3.40
IRE_MP_418 ,1,02/03/2016,27,13,29/03/2016,3.59
IRE_MP_418 ,1,02/03/2016,34,14,05/04/2016,3.50
IRE_MP_418 ,1,02/03/2016,41,15,12/04/2016,3.69
IRE_MP_418 ,1,02/03/2016,48,16,19/04/2016,3.76
IRE_MP_418 ,1,02/03/2016,62,18,03/05/2016,3.66
IRE_MP_418 ,1,02/03/2016,69,19,10/05/2016,3.68
IRE_MP_418 ,1,02/03/2016,76,20,17/05/2016,3.65
IRE_MP_418 ,1,02/03/2016,83,21,24/05/2016,3.67
IRE_MP_418 ,1,02/03/2016,90,22,31/05/2016,3.64
IRE_MP_418 ,1,02/03/2016,97,23,07/06/2016,3.66
IRE_MP_418 ,1,02/03/2016,139,29,19/07/2016,3.75
IRE_MP_418 ,1,02/03/2016,167,33,16/08/2016,3.76
IRE_MP_418 ,1,02/03/2016,174,34,23/08/2016,3.75
IRE_MP_418 ,1,02/03/2016,188,36,06/09/2016,3.58
IRE_MP_418 ,1,02/03/2016,209,39,27/09/2016,3.75
IRE_MP_418 ,1,02/03/2016,216,40,04/10/2016,3.64
IRE_MP_418 ,1,02/03/2016,230,42,18/10/2016,3.55
IRE_MP_418 ,1,02/03/2016,237,43,25/10/2016,3.68
IRE_MP_418 ,1,02/03/2016,244,44,01/11/2016,3.66
IRE_MP_418 ,1,02/03/2016,251,45,08/11/2016,3.62
IRE_MP_424 ,1,19/02/2016,32,12,22/03/2016,3.27
IRE_MP_424 ,1,19/02/2016,39,13,29/03/2016,3.15
IRE_MP_424 ,1,19/02/2016,53,15,12/04/2016,3.46
IRE_MP_424 ,1,19/02/2016,60,16,19/04/2016,3.38
IRE_MP_424 ,1,19/02/2016,81,19,10/05/2016,3.37
IRE_MP_424 ,1,19/02/2016,88,20,17/05/2016,3.23
IRE_MP_424 ,1,19/02/2016,95,21,24/05/2016,3.32
IRE_MP_424 ,1,19/02/2016,102,22,31/05/2016,3.18
IRE_MP_424 ,1,19/02/2016,109,23,07/06/2016,3.19
IRE_MP_424 ,1,19/02/2016,151,29,19/07/2016,3.34
IRE_MP_424 ,1,19/02/2016,179,33,16/08/2016,3.37
IRE_MP_424 ,1,19/02/2016,186,34,23/08/2016,3.30
IRE_MP_424 ,1,19/02/2016,193,35,30/08/2016,3.32
IRE_MP_424 ,1,19/02/2016,200,36,06/09/2016,3.30
IRE_MP_424 ,1,19/02/2016,221,39,27/09/2016,3.28
IRE_MP_424 ,1,19/02/2016,228,40,04/10/2016,3.26
IRE_MP_424 ,1,19/02/2016,235,41,11/10/2016,3.30
IRE_MP_424 ,1,19/02/2016,242,42,18/10/2016,3.27
IRE_MP_424 ,1,19/02/2016,249,43,25/10/2016,3.37
IRE_MP_424 ,1,19/02/2016,256,44,01/11/2016,3.40
IRE_MP_424 ,1,19/02/2016,263,45,08/11/2016,3.30
IRE_MP_436 ,1,07/02/2016,51,13,29/03/2016,3.76
IRE_MP_436 ,1,07/02/2016,58,14,05/04/2016,3.83
IRE_MP_436 ,1,07/02/2016,65,15,12/04/2016,3.86
IRE_MP_436 ,1,07/02/2016,72,16,19/04/2016,3.87
IRE_MP_436 ,1,07/02/2016,289,47,22/11/2016,3.74
IRE_MP_452 ,1,06/02/2016,52,13,29/03/2016,3.98
IRE_MP_452 ,1,06/02/2016,59,14,05/04/2016,3.90
IRE_MP_452 ,1,06/02/2016,66,15,12/04/2016,3.87
IRE_MP_452 ,1,06/02/2016,73,16,19/04/2016,3.82
IRE_MP_452 ,1,06/02/2016,94,19,10/05/2016,3.82
IRE_MP_452 ,1,06/02/2016,108,21,24/05/2016,3.99
IRE_MP_452 ,1,06/02/2016,115,22,31/05/2016,4.01
IRE_MP_452 ,1,06/02/2016,122,23,07/06/2016,3.97
IRE_MP_452 ,1,06/02/2016,164,29,19/07/2016,3.82
IRE_MP_452 ,1,06/02/2016,192,33,16/08/2016,3.83
IRE_MP_452 ,1,06/02/2016,199,34,23/08/2016,3.80
IRE_MP_452 ,1,06/02/2016,206,35,30/08/2016,3.81
IRE_MP_452 ,1,06/02/2016,234,39,27/09/2016,3.76
IRE_MP_452 ,1,06/02/2016,241,40,04/10/2016,3.78
IRE_MP_452 ,1,06/02/2016,255,42,18/10/2016,3.78
IRE_MP_452 ,1,06/02/2016,262,43,25/10/2016,3.79
IRE_MP_452 ,1,06/02/2016,269,44,01/11/2016,3.77
IRE_MP_452 ,1,06/02/2016,276,45,08/11/2016,3.82
IRE_MP_452 ,1,06/02/2016,290,47,22/11/2016,3.88
IRE_MP_4923 ,5,19/02/2016,25,11,15/03/2016,2.26
IRE_MP_4923 ,5,19/02/2016,32,12,22/03/2016,2.28
IRE_MP_4923 ,5,19/02/2016,39,13,29/03/2016,2.46
IRE_MP_4923 ,5,19/02/2016,46,14,05/04/2016,2.46
IRE_MP_4923 ,5,19/02/2016,53,15,12/04/2016,2.30
IRE_MP_4923 ,5,19/02/2016,60,16,19/04/2016,2.53
IRE_MP_4923 ,5,19/02/2016,81,19,10/05/2016,2.57
IRE_MP_4923 ,5,19/02/2016,88,20,17/05/2016,2.64
IRE_MP_4923 ,5,19/02/2016,102,22,31/05/2016,2.86
IRE_MP_4923 ,5,19/02/2016,109,23,07/06/2016,2.62
IRE_MP_4923 ,5,19/02/2016,151,29,19/07/2016,3.02
IRE_MP_4923 ,5,19/02/2016,179,33,16/08/2016,3.07
IRE_MP_4923 ,5,19/02/2016,186,34,23/08/2016,2.96
IRE_MP_4923 ,5,19/02/2016,193,35,30/08/2016,3.12
IRE_MP_51 ,2,07/02/2016,44,12,22/03/2016,3.66
IRE_MP_51 ,2,07/02/2016,51,13,29/03/2016,3.62
IRE_MP_51 ,2,07/02/2016,58,14,05/04/2016,3.70
IRE_MP_51 ,2,07/02/2016,65,15,12/04/2016,3.78
IRE_MP_51 ,2,07/02/2016,72,16,19/04/2016,3.82
IRE_MP_51 ,2,07/02/2016,93,19,10/05/2016,3.84
IRE_MP_51 ,2,07/02/2016,100,20,17/05/2016,3.96
IRE_MP_51 ,2,07/02/2016,107,21,24/05/2016,3.67
IRE_MP_51 ,2,07/02/2016,114,22,31/05/2016,3.66
IRE_MP_51 ,2,07/02/2016,121,23,07/06/2016,3.70
IRE_MP_51 ,2,07/02/2016,163,29,19/07/2016,3.75
IRE_MP_51 ,2,07/02/2016,191,33,16/08/2016,3.66
IRE_MP_51 ,2,07/02/2016,198,34,23/08/2016,3.66
IRE_MP_51 ,2,07/02/2016,205,35,30/08/2016,3.63
IRE_MP_51 ,2,07/02/2016,212,36,06/09/2016,3.58
IRE_MP_51 ,2,07/02/2016,226,38,20/09/2016,3.74
IRE_MP_51 ,2,07/02/2016,240,40,04/10/2016,3.66
IRE_MP_51 ,2,07/02/2016,247,41,11/10/2016,3.66
IRE_MP_51 ,2,07/02/2016,254,42,18/10/2016,3.64
IRE_MP_51 ,2,07/02/2016,261,43,25/10/2016,3.66
IRE_MP_51 ,2,07/02/2016,268,44,01/11/2016,3.74
IRE_MP_51 ,2,07/02/2016,275,45,08/11/2016,3.71
IRE_MP_51 ,2,07/02/2016,282,46,15/11/2016,3.71
IRE_MP_62 ,2,24/01/2016,58,12,22/03/2016,2.64
IRE_MP_62 ,2,24/01/2016,65,13,29/03/2016,2.67
IRE_MP_62 ,2,24/01/2016,72,14,05/04/2016,2.80
IRE_MP_62 ,2,24/01/2016,79,15,12/04/2016,2.66
IRE_MP_62 ,2,24/01/2016,86,16,19/04/2016,2.82
IRE_MP_62 ,2,24/01/2016,100,18,03/05/2016,2.82
IRE_MP_62 ,2,24/01/2016,107,19,10/05/2016,2.98
IRE_MP_62 ,2,24/01/2016,114,20,17/05/2016,2.90
IRE_MP_62 ,2,24/01/2016,121,21,24/05/2016,2.98
IRE_MP_62 ,2,24/01/2016,128,22,31/05/2016,2.95
IRE_MP_62 ,2,24/01/2016,135,23,07/06/2016,2.90
IRE_MP_62 ,2,24/01/2016,177,29,19/07/2016,2.98
IRE_MP_62 ,2,24/01/2016,205,33,16/08/2016,3.09
IRE_MP_62 ,2,24/01/2016,212,34,23/08/2016,3.10
IRE_MP_62 ,2,24/01/2016,219,35,30/08/2016,3.07
IRE_MP_62 ,2,24/01/2016,226,36,06/09/2016,3.16
IRE_MP_62 ,2,24/01/2016,247,39,27/09/2016,3.20
IRE_MP_62 ,2,24/01/2016,254,40,04/10/2016,3.21
IRE_MP_62 ,2,24/01/2016,261,41,11/10/2016,3.16
IRE_MP_62 ,2,24/01/2016,268,42,18/10/2016,3.27
IRE_MP_62 ,2,24/01/2016,275,43,25/10/2016,3.30
IRE_MP_62 ,2,24/01/2016,282,44,01/11/2016,3.28
IRE_MP_6216 ,4,05/02/2016,46,12,22/03/2016,2.97
IRE_MP_6216 ,4,05/02/2016,53,13,29/03/2016,2.83
IRE_MP_6216 ,4,05/02/2016,60,14,05/04/2016,2.82
IRE_MP_6216 ,4,05/02/2016,67,15,12/04/2016,2.99
IRE_MP_6216 ,4,05/02/2016,74,16,19/04/2016,3.03
IRE_MP_6216 ,4,05/02/2016,88,18,03/05/2016,3.07
IRE_MP_6216 ,4,05/02/2016,95,19,10/05/2016,3.11
IRE_MP_6216 ,4,05/02/2016,109,21,24/05/2016,2.98
IRE_MP_6216 ,4,05/02/2016,116,22,31/05/2016,3.02
IRE_MP_6216 ,4,05/02/2016,123,23,07/06/2016,2.98
IRE_MP_6216 ,4,05/02/2016,165,29,19/07/2016,3.02
IRE_MP_6216 ,4,05/02/2016,193,33,16/08/2016,3.06
IRE_MP_6216 ,4,05/02/2016,200,34,23/08/2016,2.90
IRE_MP_6216 ,4,05/02/2016,207,35,30/08/2016,2.97
IRE_MP_6216 ,4,05/02/2016,214,36,06/09/2016,3.01
IRE_MP_6216 ,4,05/02/2016,235,39,27/09/2016,2.86
IRE_MP_6216 ,4,05/02/2016,242,40,04/10/2016,3.02
IRE_MP_6217 ,4,24/01/2016,65,13,29/03/2016,3.47
IRE_MP_6217 ,4,24/01/2016,72,14,05/04/2016,3.42
IRE_MP_6217 ,4,24/01/2016,79,15,12/04/2016,3.42
IRE_MP_6217 ,4,24/01/2016,86,16,19/04/2016,3.50
IRE_MP_6217 ,4,24/01/2016,100,18,03/05/2016,3.54
IRE_MP_6217 ,4,24/01/2016,107,19,10/05/2016,3.46
IRE_MP_6217 ,4,24/01/2016,114,20,17/05/2016,3.55
IRE_MP_6217 ,4,24/01/2016,121,21,24/05/2016,3.54
IRE_MP_6217 ,4,24/01/2016,128,22,31/05/2016,3.64
IRE_MP_6217 ,4,24/01/2016,135,23,07/06/2016,3.58
IRE_MP_6217 ,4,24/01/2016,177,29,19/07/2016,3.52
IRE_MP_6217 ,4,24/01/2016,205,33,16/08/2016,3.50
IRE_MP_6217 ,4,24/01/2016,212,34,23/08/2016,3.53
IRE_MP_6217 ,4,24/01/2016,219,35,30/08/2016,3.48
IRE_MP_6217 ,4,24/01/2016,247,39,27/09/2016,3.51
IRE_MP_6217 ,4,24/01/2016,254,40,04/10/2016,3.52
IRE_MP_6217 ,4,24/01/2016,261,41,11/10/2016,3.66
IRE_MP_6217 ,4,24/01/2016,268,42,18/10/2016,3.60
IRE_MP_6217 ,4,24/01/2016,275,43,25/10/2016,3.62
IRE_MP_6217 ,4,24/01/2016,282,44,01/11/2016,3.63
IRE_MP_6249 ,4,09/02/2016,49,13,29/03/2016,3.48
IRE_MP_6249 ,4,09/02/2016,56,14,05/04/2016,3.46
IRE_MP_6249 ,4,09/02/2016,63,15,12/04/2016,3.55
IRE_MP_6249 ,4,09/02/2016,70,16,19/04/2016,3.53
IRE_MP_6249 ,4,09/02/2016,84,18,03/05/2016,3.67
IRE_MP_6249 ,4,09/02/2016,91,19,10/05/2016,3.68
IRE_MP_6249 ,4,09/02/2016,98,20,17/05/2016,3.76
IRE_MP_6249 ,4,09/02/2016,105,21,24/05/2016,3.77
IRE_MP_6249 ,4,09/02/2016,112,22,31/05/2016,3.64
IRE_MP_6249 ,4,09/02/2016,119,23,07/06/2016,3.68
IRE_MP_6249 ,4,09/02/2016,161,29,19/07/2016,3.78
IRE_MP_6249 ,4,09/02/2016,189,33,16/08/2016,3.82
IRE_MP_6249 ,4,09/02/2016,196,34,23/08/2016,3.84
IRE_MP_6249 ,4,09/02/2016,203,35,30/08/2016,3.82
IRE_MP_6249 ,4,09/02/2016,210,36,06/09/2016,3.78
IRE_MP_6249 ,4,09/02/2016,231,39,27/09/2016,3.77
IRE_MP_6249 ,4,09/02/2016,238,40,04/10/2016,3.89
IRE_MP_6249 ,4,09/02/2016,245,41,11/10/2016,3.83
IRE_MP_6249 ,4,09/02/2016,252,42,18/10/2016,3.98
IRE_MP_6249 ,4,09/02/2016,259,43,25/10/2016,3.99
IRE_MP_6249 ,4,09/02/2016,266,44,01/11/2016,4.03
IRE_MP_6401 ,4,09/02/2016,42,12,22/03/2016,2.92
IRE_MP_6401 ,4,09/02/2016,49,13,29/03/2016,2.86
IRE_MP_6401 ,4,09/02/2016,56,14,05/04/2016,2.86
IRE_MP_6401 ,4,09/02/2016,63,15,12/04/2016,2.90
IRE_MP_6401 ,4,09/02/2016,70,16,19/04/2016,2.91
IRE_MP_6401 ,4,09/02/2016,77,17,26/04/2016,3.04
IRE_MP_6401 ,4,09/02/2016,84,18,03/05/2016,3.10
IRE_MP_6401 ,4,09/02/2016,91,19,10/05/2016,3.05
IRE_MP_6401 ,4,09/02/2016,98,20,17/05/2016,3.05
IRE_MP_6401 ,4,09/02/2016,105,21,24/05/2016,3.10
IRE_MP_6401 ,4,09/02/2016,112,22,31/05/2016,3.06
IRE_MP_6401 ,4,09/02/2016,119,23,07/06/2016,3.10
IRE_MP_6401 ,4,09/02/2016,189,33,16/08/2016,3.10
IRE_MP_6401 ,4,09/02/2016,196,34,23/08/2016,3.14
IRE_MP_6401 ,4,09/02/2016,203,35,30/08/2016,3.04
IRE_MP_6401 ,4,09/02/2016,231,39,27/09/2016,3.19
IRE_MP_6401 ,4,09/02/2016,238,40,04/10/2016,3.15
IRE_MP_66 ,2,07/02/2016,44,12,22/03/2016,3.01
IRE_MP_66 ,2,07/02/2016,51,13,29/03/2016,3.01
IRE_MP_66 ,2,07/02/2016,58,14,05/04/2016,3.19
IRE_MP_66 ,2,07/02/2016,65,15,12/04/2016,3.15
IRE_MP_66 ,2,07/02/2016,72,16,19/04/2016,3.49
IRE_MP_66 ,2,07/02/2016,86,18,03/05/2016,3.68
IRE_MP_66 ,2,07/02/2016,93,19,10/05/2016,3.50
IRE_MP_67 ,2,12/02/2016,39,12,22/03/2016,3.50
IRE_MP_67 ,2,12/02/2016,46,13,29/03/2016,3.58
IRE_MP_67 ,2,12/02/2016,53,14,05/04/2016,3.54
IRE_MP_67 ,2,12/02/2016,60,15,12/04/2016,3.57
IRE_MP_67 ,2,12/02/2016,67,16,19/04/2016,3.63
IRE_MP_67 ,2,12/02/2016,88,19,10/05/2016,3.69
IRE_MP_67 ,2,12/02/2016,102,21,24/05/2016,3.62
IRE_MP_67 ,2,12/02/2016,109,22,31/05/2016,3.56
IRE_MP_67 ,2,12/02/2016,116,23,07/06/2016,3.67
IRE_MP_67 ,2,12/02/2016,186,33,16/08/2016,3.54
IRE_MP_67 ,2,12/02/2016,193,34,23/08/2016,3.71
IRE_MP_67 ,2,12/02/2016,200,35,30/08/2016,3.72
IRE_MP_67 ,2,12/02/2016,207,36,06/09/2016,3.64
IRE_MP_67 ,2,12/02/2016,228,39,27/09/2016,3.67
IRE_MP_67 ,2,12/02/2016,235,40,04/10/2016,3.62
IRE_MP_67 ,2,12/02/2016,242,41,11/10/2016,3.62
IRE_MP_67 ,2,12/02/2016,249,42,18/10/2016,3.60
IRE_MP_67 ,2,12/02/2016,256,43,25/10/2016,3.71
IRE_MP_67 ,2,12/02/2016,263,44,01/11/2016,3.66
IRE_MP_67 ,2,12/02/2016,270,45,08/11/2016,3.70
IRE_MP_67 ,2,12/02/2016,277,46,15/11/2016,3.74
IRE_MP_6704 ,4,24/01/2016,58,12,22/03/2016,3.37
IRE_MP_6704 ,4,24/01/2016,65,13,29/03/2016,3.38
IRE_MP_6704 ,4,24/01/2016,72,14,05/04/2016,3.58
IRE_MP_6704 ,4,24/01/2016,79,15,12/04/2016,3.48
IRE_MP_6704 ,4,24/01/2016,86,16,19/04/2016,3.38
IRE_MP_6704 ,4,24/01/2016,100,18,03/05/2016,3.62
IRE_MP_6704 ,4,24/01/2016,107,19,10/05/2016,3.69
IRE_MP_6704 ,4,24/01/2016,114,20,17/05/2016,3.53
IRE_MP_6704 ,4,24/01/2016,121,21,24/05/2016,3.62
IRE_MP_6704 ,4,24/01/2016,128,22,31/05/2016,3.73
IRE_MP_6704 ,4,24/01/2016,135,23,07/06/2016,3.72
IRE_MP_6704 ,4,24/01/2016,205,33,16/08/2016,3.64
IRE_MP_6704 ,4,24/01/2016,212,34,23/08/2016,3.59
IRE_MP_6704 ,4,24/01/2016,219,35,30/08/2016,3.51
IRE_MP_6704 ,4,24/01/2016,226,36,06/09/2016,3.54
IRE_MP_6704 ,4,24/01/2016,247,39,27/09/2016,3.53
IRE_MP_6704 ,4,24/01/2016,254,40,04/10/2016,3.46
IRE_MP_6704 ,4,24/01/2016,261,41,11/10/2016,3.46
IRE_MP_6704 ,4,24/01/2016,268,42,18/10/2016,3.52
IRE_MP_6704 ,4,24/01/2016,275,43,25/10/2016,3.60
IRE_MP_6704 ,4,24/01/2016,282,44,01/11/2016,3.56
IRE_MP_6704 ,4,24/01/2016,289,45,08/11/2016,3.67
IRE_MP_6704 ,4,24/01/2016,296,46,15/11/2016,3.70
IRE_MP_6704 ,4,24/01/2016,303,47,22/11/2016,3.69
IRE_MP_6704 ,4,24/01/2016,310,48,29/11/2016,3.75
IRE_MP_6723 ,4,01/02/2016,43,11,15/03/2016,3.02
IRE_MP_6723 ,4,01/02/2016,50,12,22/03/2016,2.93
IRE_MP_6723 ,4,01/02/2016,57,13,29/03/2016,2.87
IRE_MP_6723 ,4,01/02/2016,64,14,05/04/2016,2.98
IRE_MP_6723 ,4,01/02/2016,71,15,12/04/2016,3.02
IRE_MP_6723 ,4,01/02/2016,78,16,19/04/2016,2.88
IRE_MP_6723 ,4,01/02/2016,92,18,03/05/2016,3.10
IRE_MP_6723 ,4,01/02/2016,99,19,10/05/2016,2.96
IRE_MP_6723 ,4,01/02/2016,120,22,31/05/2016,3.21
IRE_MP_6723 ,4,01/02/2016,127,23,07/06/2016,3.18
IRE_MP_6723 ,4,01/02/2016,169,29,19/07/2016,3.36
IRE_MP_6723 ,4,01/02/2016,197,33,16/08/2016,3.32
IRE_MP_6723 ,4,01/02/2016,204,34,23/08/2016,3.20
IRE_MP_6723 ,4,01/02/2016,239,39,27/09/2016,3.26
IRE_MP_6723 ,4,01/02/2016,246,40,04/10/2016,3.21
IRE_MP_6723 ,4,01/02/2016,253,41,11/10/2016,3.30
IRE_MP_6800 ,4,05/02/2016,39,11,15/03/2016,3.16
IRE_MP_6800 ,4,05/02/2016,46,12,22/03/2016,3.14
IRE_MP_6800 ,4,05/02/2016,53,13,29/03/2016,3.07
IRE_MP_6800 ,4,05/02/2016,60,14,05/04/2016,2.94
IRE_MP_6800 ,4,05/02/2016,67,15,12/04/2016,2.95
IRE_MP_6800 ,4,05/02/2016,74,16,19/04/2016,3.13
IRE_MP_6800 ,4,05/02/2016,88,18,03/05/2016,3.16
IRE_MP_6800 ,4,05/02/2016,95,19,10/05/2016,3.29
IRE_MP_6800 ,4,05/02/2016,102,20,17/05/2016,3.34
IRE_MP_6800 ,4,05/02/2016,109,21,24/05/2016,3.21
IRE_MP_6800 ,4,05/02/2016,116,22,31/05/2016,3.17
IRE_MP_6800 ,4,05/02/2016,123,23,07/06/2016,3.13
IRE_MP_6800 ,4,05/02/2016,165,29,19/07/2016,3.62
IRE_MP_6800 ,4,05/02/2016,193,33,16/08/2016,3.54
IRE_MP_6800 ,4,05/02/2016,200,34,23/08/2016,3.63
IRE_MP_6800 ,4,05/02/2016,207,35,30/08/2016,3.60
IRE_MP_6800 ,4,05/02/2016,214,36,06/09/2016,3.57
IRE_MP_6800 ,4,05/02/2016,242,40,04/10/2016,3.62
IRE_MP_6800 ,4,05/02/2016,249,41,11/10/2016,3.79
IRE_MP_6800 ,4,05/02/2016,256,42,18/10/2016,3.62
IRE_MP_6800 ,4,05/02/2016,270,44,01/11/2016,3.67
IRE_MP_6800 ,4,05/02/2016,291,47,22/11/2016,3.78
IRE_MP_7009 ,3,30/01/2016,45,11,15/03/2016,3.19
IRE_MP_7009 ,3,30/01/2016,52,12,22/03/2016,3.26
IRE_MP_7009 ,3,30/01/2016,59,13,29/03/2016,3.21
IRE_MP_7009 ,3,30/01/2016,66,14,05/04/2016,3.38
IRE_MP_7009 ,3,30/01/2016,73,15,12/04/2016,3.39
IRE_MP_7009 ,3,30/01/2016,80,16,19/04/2016,3.21
IRE_MP_7009 ,3,30/01/2016,94,18,03/05/2016,3.23
IRE_MP_7009 ,3,30/01/2016,101,19,10/05/2016,3.34
IRE_MP_7009 ,3,30/01/2016,108,20,17/05/2016,3.45
IRE_MP_7009 ,3,30/01/2016,115,21,24/05/2016,3.41
IRE_MP_7009 ,3,30/01/2016,122,22,31/05/2016,3.65
IRE_MP_7009 ,3,30/01/2016,129,23,07/06/2016,3.48
IRE_MP_7009 ,3,30/01/2016,171,29,19/07/2016,3.66
IRE_MP_7009 ,3,30/01/2016,199,33,16/08/2016,3.62
IRE_MP_7009 ,3,30/01/2016,206,34,23/08/2016,3.63
IRE_MP_7009 ,3,30/01/2016,213,35,30/08/2016,3.62
IRE_MP_7009 ,3,30/01/2016,220,36,06/09/2016,3.62
IRE_MP_7009 ,3,30/01/2016,241,39,27/09/2016,3.58
IRE_MP_7009 ,3,30/01/2016,248,40,04/10/2016,3.47
IRE_MP_7009 ,3,30/01/2016,255,41,11/10/2016,3.74
IRE_MP_7009 ,3,30/01/2016,262,42,18/10/2016,3.61
IRE_MP_7009 ,3,30/01/2016,269,43,25/10/2016,3.70
IRE_MP_7009 ,3,30/01/2016,276,44,01/11/2016,3.81
IRE_MP_7214 ,3,27/02/2016,17,11,15/03/2016,3.06
IRE_MP_7214 ,3,27/02/2016,24,12,22/03/2016,2.91
IRE_MP_7214 ,3,27/02/2016,31,13,29/03/2016,2.81
IRE_MP_7214 ,3,27/02/2016,38,14,05/04/2016,2.79
IRE_MP_7214 ,3,27/02/2016,45,15,12/04/2016,3.09
IRE_MP_7214 ,3,27/02/2016,52,16,19/04/2016,2.99
IRE_MP_7214 ,3,27/02/2016,59,17,26/04/2016,3.13
IRE_MP_7214 ,3,27/02/2016,73,19,10/05/2016,2.82
IRE_MP_7214 ,3,27/02/2016,80,20,17/05/2016,3.09
IRE_MP_7214 ,3,27/02/2016,87,21,24/05/2016,3.12
IRE_MP_7214 ,3,27/02/2016,94,22,31/05/2016,2.94
IRE_MP_7214 ,3,27/02/2016,101,23,07/06/2016,2.86
IRE_MP_7214 ,3,27/02/2016,143,29,19/07/2016,2.93
IRE_MP_7214 ,3,27/02/2016,171,33,16/08/2016,3.03
IRE_MP_7214 ,3,27/02/2016,178,34,23/08/2016,3.06
IRE_MP_7214 ,3,27/02/2016,185,35,30/08/2016,3.04
IRE_MP_7214 ,3,27/02/2016,192,36,06/09/2016,3.03
IRE_MP_7214 ,3,27/02/2016,213,39,27/09/2016,3.16
IRE_MP_7214 ,3,27/02/2016,220,40,04/10/2016,3.19
IRE_MP_7214 ,3,27/02/2016,227,41,11/10/2016,3.21
IRE_MP_7214 ,3,27/02/2016,234,42,18/10/2016,3.32
IRE_MP_7214 ,3,27/02/2016,241,43,25/10/2016,3.14
IRE_MP_8002 ,4,06/02/2016,45,12,22/03/2016,3.26
IRE_MP_8002 ,4,06/02/2016,52,13,29/03/2016,3.26
IRE_MP_8002 ,4,06/02/2016,59,14,05/04/2016,3.34
IRE_MP_8002 ,4,06/02/2016,66,15,12/04/2016,3.40
IRE_MP_8002 ,4,06/02/2016,73,16,19/04/2016,3.30
IRE_MP_8002 ,4,06/02/2016,87,18,03/05/2016,3.36
IRE_MP_8002 ,4,06/02/2016,94,19,10/05/2016,3.54
